Thread ID: 213420
Total: 18.837325

 %self     total     self     wait    child    calls  name
  0.00      0.00     0.00     0.00     0.00       18  Unknown#primary_key
  0.00      0.00     0.00     0.00     0.00       18  Unknown#primary_key
  0.00      0.00     0.00     0.00     0.00       18  Unknown#primary_key
  0.00      0.00     0.00     0.00     0.00       18  Unknown#primary_key
  0.00      0.00     0.00     0.00     0.00       18  Unknown#primary_key
  0.00      0.00     0.00     0.00     0.00       18  Unknown#primary_key
  0.00      0.00     0.00     0.00     0.00       18  <Class::Widget(id: integer, name: string, created_at: datetime, updated_at: datetime)>#primary_key
  0.00      0.00     0.00     0.00     0.00       18  Unknown#primary_key
  0.00      0.00     0.00     0.00     0.00       18  Unknown#primary_key
  0.00      0.00     0.00     0.00     0.00       18  Unknown#primary_key
  0.00      0.00     0.00     0.00     0.00       18  Unknown#primary_key
  0.00      0.00     0.00     0.00     0.00       18  Unknown#primary_key
  0.00      0.00     0.00     0.00     0.00        4  Unknown#id
  0.00      0.00     0.00     0.00     0.00       18  Unknown#primary_key
  0.00      0.00     0.00     0.00     0.00       18  Unknown#primary_key
  0.00      0.00     0.00     0.00     0.00       18  Unknown#primary_key
  0.00      0.00     0.00     0.00     0.00       18  Unknown#primary_key
  0.00      0.00     0.00     0.00     0.00        4  Unknown#id
  0.00      0.00     0.00     0.00     0.00       18  Unknown#primary_key
  0.00      0.00     0.00     0.00     0.00       18  Unknown#primary_key
  0.00      0.00     0.00     0.00     0.00        4  Unknown#id
  0.00      0.00     0.00     0.00     0.00        4  Unknown#id
  0.00      0.00     0.00     0.00     0.00       18  Unknown#primary_key
  0.00      0.00     0.00     0.00     0.00       18  Unknown#primary_key
  0.00      0.00     0.00     0.00     0.00       18  Unknown#primary_key
  0.00      0.00     0.00     0.00     0.00       18  Unknown#primary_key
  0.00      0.00     0.00     0.00     0.00        4  Unknown#id
  0.00      0.00     0.00     0.00     0.00        4  Unknown#id
  0.00      0.00     0.00     0.00     0.00        4  Unknown#id
  0.00      0.00     0.00     0.00     0.00        4  Widget(id: integer, name: string, created_at: datetime, updated_at: datetime)#id
  0.00      0.00     0.00     0.00     0.00        4  Unknown#id
  0.00      0.00     0.00     0.00     0.00        4  Unknown#id
  0.00      0.00     0.00     0.00     0.00        4  Unknown#id
  0.00      0.00     0.00     0.00     0.00        4  Unknown#id
  0.00      0.00     0.00     0.00     0.00        4  Unknown#id
  0.00      0.00     0.00     0.00     0.00        4  Unknown#id
  0.00      0.00     0.00     0.00     0.00        4  Unknown#id
  0.00      0.00     0.00     0.00     0.00        4  Unknown#id
  0.00      0.00     0.00     0.00     0.00        4  Unknown#id
  0.00      0.00     0.00     0.00     0.00        4  Unknown#id
  0.00      0.00     0.00     0.00     0.00        4  Widget(id: integer, name: string, created_at: datetime, updated_at: datetime)#id
  0.00      0.00     0.00     0.00     0.00        4  Unknown#id
  0.00      0.00     0.00     0.00     0.00        4  Unknown#id
  0.00      0.00     0.00     0.00     0.00        4  Unknown#id
  0.00      0.00     0.00     0.00     0.00        4  Unknown#id
  0.00      0.00     0.00     0.00     0.00        4  Unknown#id
  0.00      0.00     0.00     0.00     0.00        4  Unknown#id
  0.00      0.00     0.00     0.00     0.00        4  Unknown#id
  0.00      0.00     0.00     0.00     0.00        4  Unknown#id
  0.00      0.00     0.00     0.00     0.00        4  Unknown#name
  0.00      0.00     0.00     0.00     0.00        4  Unknown#id
  0.00      0.00     0.00     0.00     0.00        4  Widget(id: integer, name: string, created_at: datetime, updated_at: datetime)#id
  0.00      0.00     0.00     0.00     0.00        4  Unknown#id
  0.00      0.00     0.00     0.00     0.00        4  Unknown#id
  0.00      0.00     0.00     0.00     0.00        4  Unknown#id
  0.00      0.00     0.00     0.00     0.00        4  Unknown#id
  0.00      0.00     0.00     0.00     0.00        4  Unknown#id
  0.00      0.00     0.00     0.00     0.00        4  Unknown#id
  0.00      0.00     0.00     0.00     0.00        4  Unknown#id
  0.00      0.00     0.00     0.00     0.00        4  Unknown#id
  0.00      0.00     0.00     0.00     0.00        4  Unknown#id
  0.00      0.00     0.00     0.00     0.00        4  Unknown#id
  0.00      0.00     0.00     0.00     0.00        4  Unknown#id
  0.00      0.00     0.00     0.00     0.00        4  Unknown#id
  0.00      0.00     0.00     0.00     0.00        4  Unknown#id
  0.00      0.00     0.00     0.00     0.00        4  Unknown#id
  0.00      0.00     0.00     0.00     0.00        4  Unknown#id
  0.00      0.00     0.00     0.00     0.00        4  Unknown#id
  0.00      0.00     0.00     0.00     0.00        4  Unknown#id
  0.00      0.00     0.00     0.00     0.00        4  Unknown#id
  0.00      0.00     0.00     0.00     0.00        4  Unknown#id
  0.00      0.00     0.00     0.00     0.00        4  Widget(id: integer, name: string, created_at: datetime, updated_at: datetime)#id
  0.00      0.00     0.00     0.00     0.00        4  Unknown#id
  0.00      0.00     0.00     0.00     0.00        4  Unknown#id
  0.00      0.00     0.00     0.00     0.00        4  Unknown#id
  0.00      0.00     0.00     0.00     0.00        4  Unknown#id
  0.00      0.00     0.00     0.00     0.00        4  Unknown#id
  0.00      0.00     0.00     0.00     0.00        4  Unknown#id
  0.00      0.00     0.00     0.00     0.00        4  Unknown#id
  0.00      0.00     0.00     0.00     0.00        4  Unknown#id
  0.00      0.00     0.00     0.00     0.00        4  Unknown#id
  0.00      0.00     0.00     0.00     0.00        4  Unknown#id
  0.00      0.00     0.00     0.00     0.00        4  Unknown#id
  0.00      0.00     0.00     0.00     0.00        4  Widget(id: integer, name: string, created_at: datetime, updated_at: datetime)#id
  0.00      0.00     0.00     0.00     0.00        4  Unknown#id
  0.00      0.00     0.00     0.00     0.00        4  Unknown#id
  0.00      0.00     0.00     0.00     0.00        4  Unknown#id
  0.00      0.00     0.00     0.00     0.00        4  Unknown#name
  0.00      0.00     0.00     0.00     0.00        4  Unknown#id
  0.00      0.00     0.00     0.00     0.00        4  Unknown#id
  0.00      0.00     0.00     0.00     0.00        4  Unknown#id
  0.00      0.00     0.00     0.00     0.00        4  Unknown#id
  0.00      0.00     0.00     0.00     0.00        4  Unknown#id
  0.00      0.00     0.00     0.00     0.00        4  Unknown#id
  0.00      0.00     0.00     0.00     0.00        4  Unknown#id
  0.00      0.00     0.00     0.00     0.00        4  Unknown#id
  0.00      0.00     0.00     0.00     0.00        4  Unknown#id
  0.00      0.00     0.00     0.00     0.00        4  Unknown#id
  0.00      0.00     0.00     0.00     0.00        4  Unknown#id
  0.00      0.00     0.00     0.00     0.00        4  Unknown#id
  0.00      0.00     0.00     0.00     0.00        4  Unknown#id
  0.00      0.11     0.00     0.00     0.11        1  Unknown#index
  0.00      0.00     0.00     0.00     0.00        4  Unknown#id
  0.00      0.00     0.00     0.00     0.00        4  Widget(id: integer, name: string, created_at: datetime, updated_at: datetime)#id
  0.00      0.00     0.00     0.00     0.00        4  Unknown#id
  0.00      0.00     0.00     0.00     0.00        4  Unknown#id
  0.00      0.00     0.00     0.00     0.00        4  Unknown#id
  0.00      0.00     0.00     0.00     0.00        4  Unknown#id
  0.00      0.00     0.00     0.00     0.00        4  Unknown#id
  0.00      0.00     0.00     0.00     0.00        4  Unknown#id
  0.00      0.00     0.00     0.00     0.00        4  Unknown#id
  0.00      0.00     0.00     0.00     0.00        4  Unknown#id
  0.00      0.00     0.00     0.00     0.00        4  Unknown#id
  0.00      0.00     0.00     0.00     0.00        4  Unknown#id
  0.00      0.00     0.00     0.00     0.00        4  Widget(id: integer, name: string, created_at: datetime, updated_at: datetime)#id
  0.00      0.00     0.00     0.00     0.00        4  Unknown#id
  0.00      0.00     0.00     0.00     0.00        4  Unknown#id
  0.00      0.00     0.00     0.00     0.00        4  Unknown#id
  0.00      0.00     0.00     0.00     0.00        4  Unknown#id
  0.00      0.00     0.00     0.00     0.00        4  Unknown#id
  0.00      0.00     0.00     0.00     0.00        4  Unknown#id
  0.00      0.11     0.00     0.00     0.11        1  Unknown#index
  0.00      0.00     0.00     0.00     0.00        4  Unknown#id
  0.00      0.00     0.00     0.00     0.00        4  Unknown#id
  0.00      0.00     0.00     0.00     0.00        4  Unknown#id
  0.00      0.00     0.00     0.00     0.00        4  Widget(id: integer, name: string, created_at: datetime, updated_at: datetime)#name
  0.00      0.00     0.00     0.00     0.00        4  Widget(id: integer, name: string, created_at: datetime, updated_at: datetime)#name
  0.00     18.84     0.00     0.00    18.84        1  ActionController::RequestProfiler#benchmark
  0.00      0.00     0.00     0.00     0.00        4  Unknown#name
  0.00      0.00     0.00     0.00     0.00        4  Unknown#name
  0.00      0.00     0.00     0.00     0.00        4  Unknown#name
  0.00      0.00     0.00     0.00     0.00        4  Unknown#name
  0.00      0.00     0.00     0.00     0.00        4  Unknown#name
  0.00      0.00     0.00     0.00     0.00        4  Unknown#name
  0.00      0.00     0.00     0.00     0.00        4  Unknown#name
  0.00      0.00     0.00     0.00     0.00        4  Unknown#name
  0.00      0.00     0.00     0.00     0.00        4  Unknown#name
  0.00      0.00     0.00     0.00     0.00        4  Unknown#name
  0.00      0.00     0.00     0.00     0.00        4  Unknown#name
  0.00      0.00     0.00     0.00     0.00        4  Unknown#name
  0.00      0.00     0.00     0.00     0.00        4  Unknown#name
  0.00      0.11     0.00     0.00     0.11        1  #<Module:0x190d638>#index
  0.00      0.00     0.00     0.00     0.00        4  Unknown#name
  0.00      0.00     0.00     0.00     0.00        4  Unknown#name
  0.00      0.00     0.00     0.00     0.00        4  Unknown#name
  0.00      0.00     0.00     0.00     0.00        4  Unknown#name
  0.00      0.00     0.00     0.00     0.00        4  Widget(id: integer, name: string, created_at: datetime, updated_at: datetime)#name
  0.00      0.00     0.00     0.00     0.00        4  Unknown#name
  0.00      0.00     0.00     0.00     0.00        4  Unknown#name
  0.00      0.00     0.00     0.00     0.00        4  Unknown#name
  0.00      0.00     0.00     0.00     0.00        4  Unknown#name
  0.00      0.00     0.00     0.00     0.00        4  Unknown#name
  0.00      0.00     0.00     0.00     0.00        4  Unknown#name
  0.00      0.00     0.00     0.00     0.00        4  Widget(id: integer, name: string, created_at: datetime, updated_at: datetime)#name
  0.00      0.00     0.00     0.00     0.00        4  Unknown#name
  0.00      0.00     0.00     0.00     0.00        4  Unknown#name
  0.00      0.00     0.00     0.00     0.00        4  Unknown#name
  0.00      0.00     0.00     0.00     0.00        4  Unknown#name
  0.00      0.00     0.00     0.00     0.00        4  Unknown#name
  0.00      0.00     0.00     0.00     0.00        4  Unknown#name
  0.00      0.00     0.00     0.00     0.00        4  Unknown#name
  0.00      0.00     0.00     0.00     0.00        4  Unknown#name
  0.00      0.00     0.00     0.00     0.00        4  Widget(id: integer, name: string, created_at: datetime, updated_at: datetime)#name
  0.00      0.00     0.00     0.00     0.00        4  Unknown#name
  0.00      0.00     0.00     0.00     0.00        4  Unknown#name
  0.00      0.00     0.00     0.00     0.00        4  Unknown#name
  0.00      0.00     0.00     0.00     0.00        4  Unknown#name
  0.00      0.00     0.00     0.00     0.00        4  Unknown#name
  0.00      0.00     0.00     0.00     0.00        4  Unknown#name
  0.00      0.00     0.00     0.00     0.00        4  Widget(id: integer, name: string, created_at: datetime, updated_at: datetime)#name
  0.00      0.00     0.00     0.00     0.00        4  Unknown#name
  0.00      0.00     0.00     0.00     0.00        4  Unknown#name
  0.00      0.00     0.00     0.00     0.00        4  Unknown#name
  0.00      0.00     0.00     0.00     0.00        4  Unknown#name
  0.00      0.00     0.00     0.00     0.00        4  Unknown#name
  0.00      0.00     0.00     0.00     0.00        4  Unknown#name
  0.00      0.00     0.00     0.00     0.00        4  Unknown#name
  0.00      0.00     0.00     0.00     0.00        4  Unknown#name
  0.00      0.00     0.00     0.00     0.00        4  Unknown#name
  0.00      0.00     0.00     0.00     0.00        4  Unknown#name
  0.00      0.00     0.00     0.00     0.00        4  Unknown#name
  0.00      0.00     0.00     0.00     0.00        4  Unknown#name
  0.00      0.00     0.00     0.00     0.00        4  Unknown#name
  0.00      0.00     0.00     0.00     0.00        4  Unknown#name
  0.00      0.00     0.00     0.00     0.00        4  Unknown#name
  0.00      0.00     0.00     0.00     0.00        4  Unknown#name
  0.00      0.00     0.00     0.00     0.00        4  Unknown#name
  0.00      0.00     0.00     0.00     0.00        4  Unknown#name
  0.00      0.00     0.00     0.00     0.00        4  Unknown#name
  0.00      0.00     0.00     0.00     0.00        4  Unknown#name
  0.00      0.11     0.00     0.00     0.11        1  Unknown#index
  0.00      0.00     0.00     0.00     0.00        4  Unknown#name
  0.00      0.00     0.00     0.00     0.00        4  Unknown#name
  0.00      0.00     0.00     0.00     0.00        4  Unknown#name
  0.00      0.00     0.00     0.00     0.00        4  Unknown#name
  0.00      0.00     0.00     0.00     0.00        4  Unknown#name
  0.00      0.00     0.00     0.00     0.00        4  Unknown#name
  0.00      0.00     0.00     0.00     0.00        4  Unknown#name
  0.00      0.00     0.00     0.00     0.00        4  Unknown#name
  0.00      0.00     0.00     0.00     0.00        4  Unknown#name
  0.00      0.00     0.00     0.00     0.00        4  Unknown#name
  0.00      0.00     0.00     0.00     0.00        4  Unknown#name
  0.00      0.00     0.00     0.00     0.00        4  Unknown#name
  0.00      0.00     0.00     0.00     0.00        4  Unknown#name
  0.00      0.00     0.00     0.00     0.00        4  Unknown#name
  0.00      0.00     0.00     0.00     0.00        4  Unknown#name
  0.00      0.00     0.00     0.00     0.00        4  Unknown#name
  0.00      0.00     0.00     0.00     0.00        4  Unknown#name
  0.00      0.00     0.00     0.00     0.00        4  Unknown#name
  0.00      0.00     0.00     0.00     0.00        4  Unknown#name
  0.00      0.00     0.00     0.00     0.00        4  Unknown#name
  0.00      0.00     0.00     0.00     0.00        4  Unknown#name
  0.00      0.00     0.00     0.00     0.00        4  Unknown#name
  0.00      0.00     0.00     0.00     0.00        4  Unknown#name
  0.00      0.00     0.00     0.00     0.00        4  Unknown#name
  0.00      0.00     0.00     0.00     0.00        4  Unknown#name
  0.00      0.00     0.00     0.00     0.00        4  Unknown#name
  0.00      0.00     0.00     0.00     0.00        4  Unknown#name
  0.00      0.00     0.00     0.00     0.00        4  Unknown#name
  0.00      0.00     0.00     0.00     0.00        4  Unknown#name
  0.00      0.00     0.00     0.00     0.00        4  Unknown#name
  0.00      0.00     0.00     0.00     0.00        4  Unknown#name
  0.00      0.00     0.00     0.00     0.00        2  ActionController::Integration::Runner#method_missing
  0.00      0.00     0.00     0.00     0.00        4  Widget(id: integer, name: string, created_at: datetime, updated_at: datetime)#name
  0.00      0.11     0.00     0.00     0.11        1  Unknown#index
  0.00      0.00     0.00     0.00     0.00        4  Unknown#name
  0.00      0.00     0.00     0.00     0.00        4  Unknown#name
  0.00      0.00     0.00     0.00     0.00        4  Unknown#name
  0.00      0.11     0.00     0.00     0.11        1  Unknown#index
  0.00      0.11     0.00     0.00     0.11        1  Unknown#index
  0.00      0.11     0.00     0.00     0.11        1  Unknown#index
  0.00      0.11     0.00     0.00     0.11        1  Unknown#index
  0.00      0.11     0.00     0.00     0.11        1  Unknown#index
  0.00      0.11     0.00     0.00     0.11        1  WidgetsController#index
  0.00      0.11     0.00     0.00     0.11        1  Unknown#index
  0.00      0.15     0.00     0.00     0.15        1  WidgetsController#index
  0.00      0.11     0.00     0.00     0.11        1  Unknown#index
  0.00      0.11     0.00     0.00     0.11        1  Unknown#index
  0.00      0.11     0.00     0.00     0.11        1  Unknown#index
  0.00      0.11     0.00     0.00     0.11        1  WidgetsController#index
  0.00      0.11     0.00     0.00     0.11        1  Unknown#index
  0.00      0.11     0.00     0.00     0.11        1  Unknown#index
  0.00      0.11     0.00     0.00     0.11        1  Unknown#index
  0.00      0.11     0.00     0.00     0.11        1  Unknown#index
  0.00      0.11     0.00     0.00     0.11        1  Unknown#index
  0.00      0.15     0.00     0.00     0.15        1  Unknown#index
  0.00     18.84     0.00     0.00    18.84        1  <Module::Benchmark>#realtime
  0.00      0.11     0.00     0.00     0.11        1  Unknown#index
  0.00      0.11     0.00     0.00     0.11        1  Unknown#index
  0.00      0.11     0.00     0.00     0.11        1  Unknown#index
  0.00      0.11     0.00     0.00     0.11        1  Unknown#index
  0.00      0.11     0.00     0.00     0.11        1  Unknown#index
  0.00      0.11     0.00     0.00     0.11        1  Unknown#index
  0.00      0.15     0.00     0.00     0.15        1  Unknown#index
  0.00      0.11     0.00     0.00     0.11        1  WidgetsController#index
  0.00      0.11     0.00     0.00     0.11        1  Unknown#index
  0.00      0.15     0.00     0.00     0.15        1  Unknown#index
  0.00      0.11     0.00     0.00     0.11        1  Unknown#index
  0.00      0.11     0.00     0.00     0.11        1  Unknown#index
  0.00      0.11     0.00     0.00     0.11        1  Unknown#index
  0.00      0.11     0.00     0.00     0.11        1  Unknown#index
  0.00      0.11     0.00     0.00     0.11        1  Unknown#index
  0.00      0.11     0.00     0.00     0.11        1  Unknown#index
  0.00      0.11     0.00     0.00     0.11        1  Unknown#index
  0.00      0.11     0.00     0.00     0.11        1  #<Module:0x1823678>#index
  0.00      0.11     0.00     0.00     0.11        1  Unknown#index
  0.00      0.11     0.00     0.00     0.11        1  Unknown#index
  0.00      0.11     0.00     0.00     0.11        1  #<Module:0x187ef00>#index
  0.00      0.11     0.00     0.00     0.11        1  Unknown#index
  0.00      0.11     0.00     0.00     0.11        1  Unknown#index
  0.00      0.11     0.00     0.00     0.11        1  Unknown#index
  0.00      0.11     0.00     0.00     0.11        1  Unknown#index
  0.00      0.11     0.00     0.00     0.11        1  Unknown#index
  0.00      0.11     0.00     0.00     0.11        1  Unknown#index
  0.00      0.11     0.00     0.00     0.11        1  Unknown#index
  0.00      0.11     0.00     0.00     0.11        1  Unknown#index
  0.00      0.11     0.00     0.00     0.11        1  Unknown#index
  0.00      0.11     0.00     0.00     0.11        1  Unknown#index
  0.00      0.11     0.00     0.00     0.11        1  Unknown#index
  0.00      0.11     0.00     0.00     0.11        1  Unknown#index
  0.00      0.11     0.00     0.00     0.11        1  Unknown#index
  0.00      0.11     0.00     0.00     0.11        1  Unknown#index
  0.00      0.11     0.00     0.00     0.11        1  Unknown#index
  0.00      0.11     0.00     0.00     0.11        1  Unknown#index
  0.00      0.11     0.00     0.00     0.11        1  Unknown#index
  0.00      0.11     0.00     0.00     0.11        1  Unknown#index
  0.00      0.11     0.00     0.00     0.11        1  Unknown#index
  0.00      0.11     0.00     0.00     0.11        1  Unknown#index
  0.00      0.11     0.00     0.00     0.11        1  Unknown#index
  0.00      0.11     0.00     0.00     0.11        1  Unknown#index
  0.00      0.11     0.00     0.00     0.11        1  Unknown#index
  0.00      0.11     0.00     0.00     0.11        1  Unknown#index
  0.00      0.11     0.00     0.00     0.11        1  Unknown#index
  0.00      0.11     0.00     0.00     0.11        1  Unknown#index
  0.00      0.11     0.00     0.00     0.11        1  Unknown#index
  0.00      0.11     0.00     0.00     0.11        1  Unknown#index
  0.00      0.11     0.00     0.00     0.11        1  #<Module:0x19c7fc4>#index
  0.00      0.11     0.00     0.00     0.11        1  Unknown#index
  0.00      0.11     0.00     0.00     0.11        1  Unknown#index
  0.00      0.11     0.00     0.00     0.11        1  Unknown#index
  0.00      0.11     0.00     0.00     0.11        1  Unknown#index
  0.00      0.11     0.00     0.00     0.11        1  WidgetsController#index
  0.00      0.11     0.00     0.00     0.11        1  WidgetsController#index
  0.00      0.11     0.00     0.00     0.11        1  #<Module:0x1a60238>#index
  0.00      0.15     0.00     0.00     0.15        1  Unknown#index
  0.00      0.15     0.00     0.00     0.15        1  Unknown#index
  0.00     18.84     0.00     0.00    18.84        1  ActionController::RequestProfiler::Sandbox#benchmark
  0.00      0.11     0.00     0.00     0.11        1  Unknown#index
  0.00      0.11     0.00     0.00     0.11        1  WidgetsController#index
  0.00      0.11     0.00     0.00     0.11        1  Unknown#index
  0.00      0.11     0.00     0.00     0.11        1  Unknown#index
  0.00      0.11     0.00     0.00     0.11        1  Unknown#index
  0.00      0.11     0.00     0.00     0.11        1  Unknown#index
  0.00      0.11     0.00     0.00     0.11        1  Unknown#index
  0.00      0.11     0.00     0.00     0.11        1  Unknown#index
  0.00      0.11     0.00     0.00     0.11        1  Unknown#index
  0.00      0.11     0.00     0.00     0.11        1  Unknown#index
  0.00      0.11     0.00     0.00     0.11        1  Unknown#index
  0.00      0.11     0.00     0.00     0.11        1  Unknown#index
  0.00      0.11     0.00     0.00     0.11        1  Unknown#index
  0.00      0.11     0.00     0.00     0.11        1  Unknown#index
  0.00      0.11     0.00     0.00     0.11        1  Unknown#index
  0.00      0.11     0.00     0.00     0.11        1  Unknown#index
  0.00      0.11     0.00     0.00     0.11        1  Unknown#index
  0.00      0.11     0.00     0.00     0.11        1  Unknown#index
  0.00      0.00     0.00     0.00     0.00        2  Kernel#puts
  0.00      0.00     0.00     0.00     0.00        1  Unknown#table_name
  0.00      0.00     0.00     0.00     0.00        1  Unknown#table_name
  0.00      0.00     0.00     0.00     0.00        1  Unknown#table_name
  0.00      0.00     0.00     0.00     0.00        1  Unknown#table_name
  0.00      0.00     0.00     0.00     0.00        1  Unknown#table_name
  0.00      0.00     0.00     0.00     0.00        1  Unknown#table_name
  0.00      0.00     0.00     0.00     0.00        1  Unknown#table_name
  0.00      0.00     0.00     0.00     0.00        1  Unknown#table_name
  0.00      0.00     0.00     0.00     0.00        1  Unknown#table_name
  0.00      0.00     0.00     0.00     0.00        1  Unknown#table_name
  0.00      0.00     0.00     0.00     0.00        1  Integer#to_i
  0.00      0.00     0.00     0.00     0.00        1  Unknown#table_name
  0.00      0.00     0.00     0.00     0.00        1  Unknown#table_name
  0.00      0.00     0.00     0.00     0.00        1  Unknown#table_name
  0.00      0.00     0.00     0.00     0.00        1  Unknown#table_name
  0.00      0.00     0.00     0.00     0.00        1  Unknown#table_name
  0.00      0.00     0.00     0.00     0.00        1  Unknown#table_name
  0.00      0.00     0.00     0.00     0.00        1  Unknown#table_name
  0.00      0.00     0.00     0.00     0.00        1  Unknown#table_name
  0.00      0.00     0.00     0.00     0.00        1  Unknown#table_name
  0.00      0.00     0.00     0.00     0.00        1  Unknown#table_name
  0.00      0.00     0.00     0.00     0.00        1  Unknown#table_name
  0.00      0.00     0.00     0.00     0.00        1  <Class::Widget(id: integer, name: string, created_at: datetime, updated_at: datetime)>#table_name
  0.00      0.00     0.00     0.00     0.00        1  Unknown#table_name
  0.00      0.00     0.00     0.00     0.00        1  Unknown#table_name
  0.00      0.00     0.00     0.00     0.00        1  Unknown#table_name
  0.00      0.00     0.00     0.00     0.00        1  Unknown#table_name
  0.00      0.00     0.00     0.00     0.00        1  Unknown#table_name
  0.00      0.00     0.00     0.00     0.00        1  Unknown#table_name
  0.00      0.00     0.00     0.00     0.00        1  Unknown#table_name
  0.00      0.00     0.00     0.00     0.00        1  Unknown#table_name
  0.00      0.00     0.00     0.00     0.00        1  Unknown#table_name
  0.00      0.00     0.00     0.00     0.00        1  Unknown#table_name
  0.00      0.00     0.00     0.00     0.00        1  Unknown#table_name
  0.00      0.00     0.00     0.00     0.00        1  Unknown#table_name
  0.00      0.00     0.00     0.00     0.00        1  Unknown#table_name
  0.00      0.00     0.00     0.00     0.00        1  Unknown#table_name
  0.00      0.00     0.00     0.00     0.00        1  Float#to_f
  0.00      0.00     0.00     0.00     0.00        1  Unknown#table_name
  0.00      0.00     0.00     0.00     0.00        1  <Class::Widget(id: integer, name: string, created_at: datetime, updated_at: datetime)>#table_name
  0.00      0.00     0.00     0.00     0.00        1  Unknown#table_name
  0.00      0.00     0.00     0.00     0.00        1  Unknown#table_name
  0.00      0.00     0.00     0.00     0.00        1  Unknown#table_name
  0.00      0.00     0.00     0.00     0.00        1  Unknown#table_name
  0.00      0.00     0.00     0.00     0.00        1  <Class::Widget(id: integer, name: string, created_at: datetime, updated_at: datetime)>#table_name
  0.00      0.00     0.00     0.00     0.00        1  Unknown#table_name
  0.00      0.00     0.00     0.00     0.00        1  Unknown#table_name
  0.00      0.00     0.00     0.00     0.00        1  Unknown#table_name
  0.00      0.00     0.00     0.00     0.00        1  <Class::Widget(id: integer, name: string, created_at: datetime, updated_at: datetime)>#table_name
  0.00      0.00     0.00     0.00     0.00        1  Unknown#table_name
  0.00      0.00     0.00     0.00     0.00        1  Unknown#table_name
  0.00      0.00     0.00     0.00     0.00        1  Unknown#table_name
  0.00      0.00     0.00     0.00     0.00        1  Unknown#table_name
  0.00      0.00     0.00     0.00     0.00        1  Unknown#table_name
  0.00      0.00     0.00     0.00     0.00        1  Unknown#table_name
  0.00      0.00     0.00     0.00     0.00        1  Unknown#table_name
  0.00      0.00     0.00     0.00     0.00        1  Unknown#table_name
  0.00      0.00     0.00     0.00     0.00        1  Unknown#table_name
  0.00      0.00     0.00     0.00     0.00        1  Unknown#table_name
  0.00      0.00     0.00     0.00     0.00        1  Unknown#table_name
  0.00      0.00     0.00     0.00     0.00        1  Unknown#table_name
  0.00      0.00     0.00     0.00     0.00        1  Unknown#table_name
  0.00      0.00     0.00     0.00     0.00        1  Unknown#table_name
  0.00      0.00     0.00     0.00     0.00        1  Unknown#table_name
  0.00      0.00     0.00     0.00     0.00        1  Unknown#table_name
  0.00      0.00     0.00     0.00     0.00        1  Unknown#table_name
  0.00      0.00     0.00     0.00     0.00        1  <Class::Widget(id: integer, name: string, created_at: datetime, updated_at: datetime)>#table_name
  0.00      0.00     0.00     0.00     0.00        1  Unknown#table_name
  0.00      0.00     0.00     0.00     0.00        1  Unknown#table_name
  0.00      0.00     0.00     0.00     0.00        1  Unknown#table_name
  0.00      0.00     0.00     0.00     0.00        1  Unknown#table_name
  0.00      0.00     0.00     0.00     0.00        1  <Class::Widget(id: integer, name: string, created_at: datetime, updated_at: datetime)>#table_name
  0.00      0.00     0.00     0.00     0.00        1  Unknown#table_name
  0.00      0.00     0.00     0.00     0.00        1  Unknown#table_name
  0.00      0.00     0.00     0.00     0.00        1  Unknown#table_name
  0.00      0.00     0.00     0.00     0.00        1  <Class::Widget(id: integer, name: string, created_at: datetime, updated_at: datetime)>#table_name
  0.00      0.00     0.00     0.00     0.00        1  Unknown#table_name
  0.00      0.00     0.00     0.00     0.00        1  Unknown#table_name
  0.00      0.00     0.00     0.00     0.00        1  Unknown#table_name
  0.00      0.00     0.00     0.00     0.00        1  Unknown#table_name
  0.00      0.00     0.00     0.00     0.00        1  Unknown#table_name
  0.00      0.00     0.00     0.00     0.00        1  Unknown#table_name
  0.00      0.00     0.00     0.00     0.00        1  Unknown#table_name
  0.00      0.00     0.00     0.00     0.00        1  Unknown#table_name
  0.00      0.00     0.00     0.00     0.00        1  Unknown#table_name
  0.00      0.00     0.00     0.00     0.00        1  Unknown#table_name
  0.00      0.00     0.00     0.00     0.00        1  Unknown#table_name
  0.00      0.00     0.00     0.00     0.00        1  Unknown#table_name
  0.00      0.00     0.00     0.00     0.00        1  Unknown#table_name
  0.00      0.00     0.00     0.00     0.00        1  Unknown#table_name
  0.00      0.00     0.00     0.00     0.00        1  Unknown#table_name
  0.00      0.00     0.00     0.00     0.00        1  Unknown#table_name
  0.00      0.00     0.00     0.00     0.00        1  Unknown#table_name
  0.00      0.00     0.00     0.00     0.00        1  Unknown#table_name
  0.00      0.00     0.00     0.00     0.00        1  Unknown#table_name
  0.00      0.00     0.00     0.00     0.00        1  Unknown#table_name
  0.00      0.00     0.00     0.00     0.00        1  Unknown#table_name
  0.00      0.00     0.00     0.00     0.00        1  Unknown#table_name
  0.00      0.00     0.00     0.00     0.00        1  Unknown#table_name
  0.00      0.00     0.00     0.00     0.00        1  Unknown#table_name
  0.00      0.00     0.00     0.00     0.00        1  Unknown#table_name
  0.00      0.00     0.00     0.00     0.00        1  Unknown#table_name
  0.00     18.84     0.00     0.00    18.84        0  ActionController::RequestProfiler#profile


